,SMILES
19086,Oc(c3O)c(OC(C4O)OC(COC(=O)C=Cc(c5)ccc(O)c5O)C(O)C4O)cc(c31)OC(c(c2)cc(c(OC)c2)O)=C(O)C1=O
19091,[o+1](c(c(c5)cc(OC)c(O)c(OC)5)1)c(c3)c(c(cc3O[C@H](O4)[C@H]([C@@H](O)[C@@H](O)C4CO)O)O)cc1O[C@@H](C(O)2)O[C@@H]([C@H](O)C2O)CO
19096,O([C@H]1Oc(c2O)cc(C(=C(O[C@@H](C(O)5)O[C@@H]([C@H](O)C(O)5)CO)4)Oc(c3)c(C(=O)4)c(O)cc3O)cc(OC)2)[C@@H]([C@H](O)C(C1O)O)CO
19101,OC(C1OC(C5O)C(CO)OC(C5O)OC(C4=O)=C(Oc(c34)cc(cc(O)3)O)c(c2)cc(c(c(O)2)OC)O)C(C(O)C(O1)CO)O
19106,Oc(c1)cc([o+1]4)c(cc(c4c(c5)cc(OC)c(c(OC)5)O)OC(O3)C(C(C(C(CO)3)O)O)O)c1OC(C(O)2)OC(C(C(O)2)O)CO
19111,O([C@@H](OC(=C4c(c5)cc(c(O)c5)O)C(=O)c(c(O)3)c(O4)cc(O)c3OC)1)[C@H](CO[C@@H]([C@@H](O)2)OC(CO)[C@H](O)[C@@H]2O)[C@@H](C(C(O)1)O)O
19116,c(c25)(C(=O)C(=C(O5)c(c4)cc(c(O)c4)O)OC(O3)C(O)C(C(O)C3CO)O)c(O)c(c(c2)OC(O1)C(O)C(O)C(C(CO)1)O)OC
19121,c(O)(c4)c(c2c(c(O[C@@H]([C@@H](O)5)OC(CO)[C@@H]([C@@H]5O)O)4)OC)C(C(O[C@@H](C(O)3)O[C@@H]([C@H](O)C3O)CO)=C(O2)c(c1)cc(c(O)c1)O)=O
19126,O(c(c52)c(cc(O)c(C(=O)C(=C(O5)c(c4)ccc(O)c4O)OC(C(O)3)OC(C(O)C(O)3)CO)2)OC)C(O1)C(O)C(O)C(O)C1CO
19131,C(c(c5)cc(c(O)c5)O)(=C(OC(O3)C(C(O)C(OC(O4)C(O)C(C(O)C4CO)O)C3CO)O)2)Oc(c1C2=O)cc(c(c(O)1)O)OC
19136,C(O)(C(O)5)C(OC(C(O)5)Oc(c(CO)3)c(c(c(C)c(OC(O4)C(C(O)C(C4CO)O)O)3)1)C(O)CC(c(c2)ccc(c2)OC)O1)CO
19141,c(c31)c(cc(O)c(C(=O)C(OC(O4)C(OC(=O)c(c5)cc(O)c(c(O)5)O)C(C(C4C)OC(C)=O)O)=C(O3)c(c2)cc(c(c(O)2)O)O)1)O
19146,c(c5O)c(cc(c5O)O)c(c2OC(C3OC(=O)c(c4)cc(c(c4O)O)O)OC(COC(C)=O)C(C3O)O)[o+1]c(c1)c(c2)c(O)cc1O
19151,O=C(c(c5)cc(c(c5O)O)O)OC(C4O)C(OC(COC(C)=O)C4O)Oc(c1)c(c(cc1c([o+1]3)c(cc(c23)c(O)cc(c2)O)O)O)O
19156,C(c(c6)ccc(c6O)O)CC([H])(O)CC(OC(C4c(c5)cc(c(c5)O)O)Cc(c1O4)c(O3)c(C(CC3=O)c(c2)ccc(O)c(O)2)c(O)c1)=O
19161,c(c1OC)cc(C(=C(OC(O4)C(OC(C(O)5)OC(C(O)C5O)C)C(C(O)C4C)O)2)Oc(c3CC=C(C)C)c(c(O)cc3O)C(=O)2)cc1
19166,[H]C(CC(=O)OC(C(c(c6)cc(O)c(O)c6)2)Cc(c5O)c(c(c(c5)3)C(c(c4)cc(O)c(O)c4)CC(=O)O3)O2)(O)CCc(c1)ccc(c1O)O
19171,C(C(OC(C=Cc(c5)ccc(O)c5)=O)4)(OC(C(OC(C)=O)C(OC(C)=O)4)OC(C2=O)=C(Oc(c3)c(c(O)cc3O)2)c(c1)ccc(O)c1)C
19176,C(C(O)1)(O)C(Oc(c5)c(CC=C(C)C)c(c3c5O)OC(c(c4)ccc(c4)O)=C(C3=O)OC(C2O)OC(C)C(O)C2O)OC(C(O)1)CO
19181,C(C)(=O)OC(C(OC(C)=O)1)C(OC(OC(C(c(c53)c(O)cc(c3C(C=C(O5)c(c4)ccc(O)c4)=O)O)2)C(C(C(CO)O2)O)O)C1O)C
19186,c(c(OC(C5O)OC(C)C(C(O)5)O)4)c(O2)c(c(O)c4)C(C(=C2c(c3)ccc(c3)O)OC(C(OC(C)=O)1)OC(C(O)C1OC(C)=O)C)=O
19191,c(O4)(c(C(C(=C4c(c5)ccc(c5)O)OC(O3)C(C(O)C(O)C3C)OC(O2)C(C(C(O)C2CO)O)O)=O)1)c(CC=C(C)C)c(O)cc1O
19196,c(O)(c1)ccc(C(O2)=CC(c(c(O)3)c2cc(OC(C(OC(O5)C(O)C(C(O)C5C)O)4)OC(C(O)C(O)4)COC(=O)CC(O)=O)c3)=O)c1
19201,c(c43)(OC(c(c5)ccc(OC)c5)=CC4=O)cc(c(OC)c(O)3)OC(C1O)OC(COC(C(O)2)OC(C)C(OC(C)=O)C(O)2)C(C(O)1)O
19206,O(C(c(c5)ccc(c5)OC(O4)C(O)C(C(O)C(CO)4)O)3)c(c(C(=O)C3)1)c(c(OC(C(O)2)OC(CO)C(C2O)O)cc1O)CC=C(C)C
19211,OC(C(Oc(c(OC)5)cc(c3c(O)5)OC(c(c4)ccc(OC)c4)=CC3=O)2)C(C(O)C(O2)COC(C1OC(C)=O)OC(C)C(O)C(O)1)O
19216,c(c(OC(O4)C(OC(O5)C(O)C(O)C(O)C5)C(C(C4COC(=O)CC(OC)=O)O)O)2)c(c1[o+1]c2c(c3)ccc(c3)O)c(O)cc(c1)O
19221,OC(C5C)C(C(C(O5)OC(C1O)C(Oc(c2)cc(c(C(=O)3)c2OC(c(c4)ccc(O)c4)C3)O)OC(C(O)1)COC(=O)CC(O)=O)O)O
19226,c(c41)(OC(c(c5)ccc(OC)c5)=CC4=O)cc(OC(C(O)3)OC(C(O)C3O)COC(C(O)2)OC(C)C(O)C(OC(C)=O)2)c(OC)c(O)1
19231,C(O)(C1Oc(c34)c(c(O)c(c(OC(c(c5)ccc(c5)O)CC4=O)3)CC=C(C)C)O)C(O)C(C(COC(C2O)OC(C(C(O)2)O)C)O1)O
19236,O(C(c(c6O)c(c(c(c64)OC(c(c5)ccc(O)c5)=C(C4=O)C(C3O)OCC(O)C3O)C(O2)C(C(O)C(C2)O)O)O)1)CC(O)C(C1O)O
19241,OC(C1O)C(O)C(C)OC1OC(C2O)C(Oc(c3)c(c(c(C5=O)c3OC(=C5)c(c4)ccc(c(O)4)OC)O)O)OC(COC(C)=O)C2O
19246,O(c(c1)ccc(C(O5)=CC(c(c52)c(O)cc(OC(C3OC(O4)C(O)C(C(C4COC(C)=O)O)O)OC(CO)C(O)C3O)c2O)=O)c1)C
19251,C(O)(=O)CC(CC(Oc(c(OC)4)c(OC)c(O)c(c41)C(=O)C=C(c(c2)ccc(O[C@H](O3)C(O)C([C@H]([C@H]3CO)O)O)c(OC)2)O1)=O)(C)O
19256,OC(C1O)C(C(OC(Oc(c(OC)2)c(c(O)c(C4=O)c(OC(=C4)c(c3)ccc(O)c3OC)2)OC)1)COC(=O)CC(CC(O)=O)(C)O)O
19261,O(c31)C(c(c5)ccc(O)c5O)=C(OC(O4)C(C(O)C(C4C)OC(C)=O)O)C(=O)c1c(O)c(c(c3)OC(O2)C(O)C(O)C(C2C)O)OC
19266,c(O)(c5O)ccc(c5)C(O2)=C(C(c(c(O)4)c(cc(c4OC)OC(C3OC(C)=O)OC(C)C(C(O)3)O)2)=O)OC(C1O)OC(C(C(O)1)O)C
19271,c(c21)(OC(c(c4)ccc(c(OC)4)O[C@H](O3)C(C([C@@H](O)[C@H]3COC(CC(CC(O)=O)(C)O)=O)O)O)=CC2=O)c(OC)c(c(OC)c1O)O
19276,C(C(OC(C(=O)4)=C(Oc(c5)c(c(cc(O)5)O)4)c(c3)cc(OC)c(O)c3)2)(C(O)C(C(O2)COC(O1)C(O)C(O)C(C1C)O)O)OC(C)=O
19281,c(O)(c5O)ccc(c5)C(O4)=C(C(=O)c(c34)c(O)c(OC)c(c3)OC(C(O)2)OC(C)C(O)C2OC(C)=O)OC(C1O)OC(C(C(O)1)O)C
19286,c(O)(c5O)ccc(c5)C(=C(OC(C4O)OC(C(C(O)4)O)C)3)Oc(c2C3=O)cc(c(c2O)OC)OC(O1)C(O)C(C(OC(C)=O)C1C)O
19291,C(O1)Oc(c2)c1cc(C(C6=O)=COc(c65)c(c(cc5OC)O[C@@H]([C@H]3O)OC(CO)[C@@H]([C@@H]3O[C@@H]([C@@H](O)4)OC([C@H](O)[C@@H]4O)CO)O)OC)c2
19296,O=C(C=2OC(C4O)OC(COC(C5O)OC(C(C(O)5)O)C)C(C(O)4)O)c(c(OC(c(c3)cc(OC)c(OC)c3)2)1)c(cc(OC)c1)OC
19301,c(c5OC)(c4c(CC=C(C)C)c(O)c5)C(C(C(O4)c(c3)ccc(c3)O)O)OC(O1)C(C(O)C(O)C1COC(O2)C(O)C(C(C2)O)O)O
19306,OC(C5O)C(O)C(OC5)OC(C4O)C(OC(C4O)COC(CC(O)=O)=O)Oc(c2c(c3)ccc(c3O)O)cc(c1[o+1]2)c(cc(c1)O)O
19311,OC(C1O)C(O)C(COC(C)=O)OC(Oc(c52)cc(O)cc2[o+1]c(c(c5)OC(O4)C(C(O)C(O)C4CO)O)c(c3)cc(OC)c(O)c3)1
19316,c(c(O)5)cc(cc(OC)5)c([o+1]3)c(OC(O4)C(C(C(O)C4COC(C)=O)O)O)cc(c31)c(OC(O2)C(C(O)C(O)C2CO)O)cc(O)c1
19321,OC(C(C(O)=O)5)C(C(C(O5)Oc(c1)cc(c(C4=O)c1OC(=C4)c(c2)cc(OC)c(c2OC(C3O)OC(C(O)=O)C(O)C3O)O)O)O)O
19326,c(c15)(c(c(cc5O)OC(O4)C(C(C(C4CO)O)O)OC(C(O)3)OC(COC(C)=O)C(C3O)O)O)OC(c(c2)cc(O)c(c2)O)=CC1=O
19331,c(c25)(cc(O)cc5O)OC(=C(OC(O4)C(C(C(C(CO)4)O)OC(C3O)OC(C(C(O)3)O)COC(C)=O)O)C2=O)c(c1)ccc(c1O)O
19336,c(c(OC(O5)C(C(O)C(O)C5CO)O)2)(C(=O)3)c(OC(c(c4)ccc(c4OC)OC)=C3O)cc(c2)OC(C(O)1)OC(C(O)=O)C(O)C1O
19341,Oc(c1O)cc(C=CC(=O)OC(C(Oc(c(O)4)ccc(c(O)4)C(C=Cc(c3)ccc(OC)c(O)3)=O)2)C(C(C(COC(C)=O)O2)O)O)cc1
19346,OCC(C(O)5)OC(C(O)C(O)5)OCC(O1)C(C(C(C(Oc(c24)c(OC)c(O)c(c2OC(=CC4=O)c(c3)ccc(c3)OC)OC)1)O)O)O
19351,c(c3OC(O4)C(OC(O5)C(O)C(C(O)C5C)O)C(C(C4CO)O)O)(c(c(c(c3)1)C(=O)C(=C(c(c2)ccc(c2OC)O)O1)OC)O)OC
19356,C(C5O)(C(O)C(OC5CO)Oc(c3c(c4)cc(c(O)c4O)O)cc(c1[o+1]3)c(OC(O2)C(O)C(O)C(C2COC(C)=O)O)cc(c1)O)O
19361,c(c1)(OC(O5)C(C(C(O)C5C(O)=O)O)O)cc(c(C3=O)c1OC(=C3OC(C4O)OC(C(C4O)O)C(O)=O)c(c2)cc(c(c(O)2)O)O)O
19366,[C@@H](CO)(O1)[C@H](O)C(C(O)[C@@H]1Oc(c4c(c5)cc(OC)c(O)c(OC)5)cc(c([o+1]4)3)c(cc(OC)c3)O[C@@H]([C@@H](O)2)OC([C@H](O)[C@@H]2O)CO)O
19371,COc(c1)c(ccc1C=CC(OCC(C5O)OC(C(C(O)5)O)OC(C2=O)=C(c(c4)ccc(O)c4O)Oc(c3)c2c(c(OC)c3O)O)=O)O
19376,c(c1)c(O)c(cc(C(=C(O[C@@H](C4O)O[C@H](CO[C@@H]([C@@H](O)5)OC(CO)[C@H](O)[C@@H]5O)[C@@H](C4O)O)2)Oc(c3)c(c(O)c(OC)c(O)3)C2=O)1)OC
19381,O([C@@H](O5)C(C(O)[C@H](O)[C@H](CO)5)O)c(c4O)ccc(c4)C(=C(OC)3)Oc(c2C(=O)3)cc(c(c(O)2)O[C@@H]([C@@H](O)1)OC([C@@H]([C@@H]1O)O)CO)OC
19386,O[C@H](C5CO)[C@@H](O)[C@@H](O)[C@H](O5)OC([C@@H]1OC(C3=O)=C(c(c4)ccc(O)c(OC)4)Oc(c23)c(c(O)cc(O)2)OC)C([C@@H](O)[C@@H](CO)O1)O
19391,c(C(=C(OC(C(O)5)OC(C(O)C(O)5)CO)4)Oc(c2C4=O)c(c(OC(C(O)3)OC(CO)C(C3O)O)cc2O)OC)(c1)ccc(O)c(OC)1
19396,O(C1C)C(OCC(C(O)2)OC(Oc(c3O)cc(C(=C4)Oc(c5)c(c(cc5OS(O)(=O)=O)O)C(=O)4)cc3)C(O)C2O)C(C(O)C(O)1)O
19401,C(C1OC(C)=O)(COC(C)=O)OC(Oc(c4)cc(c3c4O)OC(CC(=O)3)c(c2)cc(c(c2)OC(C)=O)OC(C)=O)C(OC(C)=O)C1OC(C)=O
19406,C(C1O)(OC(C(=O)4)=C(Oc(c5OC)c(c(c(c5O)OC)O)4)c(c3)ccc(c3OC)O)OC(C(O)C(OC(O2)C(C(O)C(O)C2)O)1)CO
19411,OC(C(OS(O)(=O)=O)1)C(O)C(OC(=C(c(c5)ccc(c5OC)O)3)C(c(c4O)c(cc(O)c4)O3)=O)OC1COC(C(O)2)OC(C(O)C2O)C
19416,c(O5)(c(CC(C(COC(C7O)OC(C(O)C7O)COC(O6)C(C(O)C(C6)O)O)=C)5)1)ccc(C(=O)2)c(OC(C4)C2c(c3)c(O4)cc(c3OC)OC)1
19421,OC(C(O)2)C(O)C(OC2OC(C4=O)=C(Oc(c5)c4c(O)cc5O)c(c3)ccc(O)c3)COC(O1)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1
19426,O(C(COC(C)=O)1)C(OCC(O2)C(O)C(O)C(C2OC(C4=O)=C(Oc(c5)c(c(O)cc5O)4)c(c3)ccc(O)c3)O)C(C(OC(C)=O)1)OC(C)=O
19431,O(c43)C(=C(C(c(c(c(c(OC(O5)C(C(O)C(C(C)5)O)OC(C)=O)c4)OC)O)3)=O)OC(O2)C(C(O)C(OC(C)=O)C2C)O)c(c1)ccc(O)c1O
19436,CC(=O)OC(C5OC(C)=O)C(O)C(OC5C)Oc(c(OC)4)cc(c(c4O)2)OC(=C(OC(C(O)3)OC(C(O)C3O)C)C2=O)c(c1)ccc(O)c1O
19441,Oc(c5)c(cc(c5)C(=C1OC(O4)C(C(O)C(OC(C)=O)C4C)O)Oc(c2)c(c(O)c(OC)c2OC(C3O)OC(C)C(C3OC(C)=O)O)C1=O)O
19446,O(C(C5O)OC(C(O)C5O)COC(=O)CCC(O)=O)c(c4)cc(O1)c(c4O)C(C(OC(O3)C(O)C(C(C3C)O)O)=C1c(c2)ccc(OC)c2)=O
19451,OC(C1OC(=C4c(c5)cc(O)c(O)c5)C(=O)c(c(O)3)c(O4)cc(c3OC)OC(C2O)OC(C)C(C2OC(C)=O)O)C(C(O)C(C)O1)OC(C)=O
19456,OC(C6O)C(O4)OC(C6O)COC(C(CC(=O)OCC(O1)C(O)C(C(O)C1Oc(c3)c([o+1]c(c5)c(c(cc5O)4)3)c(c2)cc(c(O)c2)O)O)O)=O
19461,c(c(C(C(O)5)OC(CO)C(C5O)O)3)(c(c(cc3OC(C(O)4)OC(COC(=O)CC(C(O)=O)O)C(O)C4O)1)C(C=C(c(c2)ccc(c2)O)O1)=O)O
19466,c(c1)c(O)c(cc1C(O5)=CC(c(c52)c(cc(OC(C3OC(C4O)OC(COC(C)=O)C(C4O)O)OC(C(O)C3O)COC(C)=O)c(O)2)O)=O)O
19471,c(c1)c(O)c(cc1C(O2)=CC(c(c(O)3)c2c(c(O[C@H](O4)[C@@H](O[C@H](O5)[C@@H](O)[C@H]([C@@H](O)C(COC(C)=O)5)O)[C@H]([C@H](C4CO)O)OC(C)=O)c3)O)=O)O
19476,C(=C3c(c6)ccc(c6)O)(OC(C4OC(=O)C=Cc(c5)ccc(O)c5)OC(C(O)4)CO)C(c(c(O3)1)c(cc(OC(C(O)2)OC(C(O)C2O)C)c1)O)=O
19481,c(c61)(c(O)cc(c6)OC(C5O)OC(C)C(C5O)O)C(C(OC(C3O)OC(C)C(OC(O4)C(C(O)(C4)CO)O)C3O)=C(c(c2)ccc(O)c2)O1)=O
19486,C(c(c6)ccc(c6)O)(=C(OC(O4)C(OC(C5O)OCC(O)C5O)C(O)C(O)C4C)3)Oc(c(C3=O)1)cc(OC(C2O)OC(C)C(C2O)O)cc1O
19491,c(C5=O)(c3OC(=C5OC(C6O)OC(C(C6O)O)C)c(c4)ccc(c4)O)c(cc(c3)OC(C(OC(O2)C(O)C(O)C(C2)O)1)OC(C(O)C1O)C)O
19496,C(O)(C1)C(C(O)C(OC(C(C)6)C(O)C(C(O6)OC(C(=O)2)=C(c(c5)ccc(O)c5)Oc(c3)c2c(O)cc3OC(C4O)OC(C)C(C4O)O)O)O1)O
19501,C(C(O)2)(C(c(c5OC(C6O)OCC(O)C6O)c(O)c(c(c5)3)C(C=C(c(c4)ccc(O)c4)O3)=O)OC(CO)C2O)OC(C1O)OC(C)C(C(O)1)O
19506,O(C1Oc(c3)c(c(c5)cc(O)c(c5)O)[o+1]c(c4)c3c(cc4O)O)C(COC(=O)CC(O)=O)C(O)C(C1OC(O2)C(O)C(O)C(O)C2C(O)=O)O
19511,C(C(O)=O)C(=O)OC(C4O)C(OC(C4OC(O5)C(O)C(C(C5C(O)=O)O)O)Oc(c2)c([o+1]c(c3)c(c(cc3O)O)2)c(c1)cc(O)c(c1)O)CO
19516,c(c(O)5)(cc(cc5)c(c(OC(O4)C(O)C(C(C4COC(CCC(O)=O)=O)O)O)1)[o+1]c(c3)c(c(cc3O)OC(O2)C(C(O)C(O)C2CO)O)c1)O
19521,c(c12)(OC(O5)C(C(O)C(O)C5CO)O)cc(O)cc([o+1]c(c(c4)ccc(O)c4OC)c(OC(O3)C(O)C(C(O)C3COC(CC(O)=O)=O)O)c2)1
19526,OC(C1O)C(O)C(COC(C)=O)OC(Oc(c5)c(c2)c(cc(O)5)[o+1]c(c(c4)cc(O)c(c4O)O)c2OC(C(O)3)OC(C(O)C(O)3)COC(C)=O)1
19531,OC(C6O)C(O)C(OC(C)6)OCC(O2)C(C(C(C2Oc(c4)c([o+1]c(c5)c4c(cc5O)O)c(c3)ccc(O)c3)OC(C(O)1)OCC(O)C(O)1)O)O
19536,C(=O)(C=3OC(O5)C(O)C(C(O)C5COC(CC(O)=O)=O)O)c(c2OC3c(c4)ccc(c4O)O)c(O)cc(c2)OC(O1)C(O)C(O)C(O)C1CO
19541,OC(C1OC(O5)C(C(O)C(O)C(COC(C)=O)5)O)C(CO)OC(OC(C(=O)3)=C(c(c4)cc(OC)c(O)c4OC)Oc(c23)cc(cc(O)2)O)C1O
19546,O(C(=C5c(c6)ccc(c6)O)C(c(c(O5)4)c(O)cc(c4)O)=O)C(O1)C(C(C(OC(C(OC(O3)C(C(O)C(O)C3)O)2)OC(C(O)2)CO)C1CO)O)O
19551,C(c34)(C(=C(c(c5)cc(OC)c(O)c5OC)Oc3cc(O)cc(O)4)O[C@@H](O1)[C@@H]([C@H](O)[C@H](O)C1CO[C@H](O2)C(C(O)[C@@H](O)[C@H]2COC(C)=O)O)O)=O
19556,OC(C(O)1)C(O)C(Oc(c2)ccc(C(=O)6)c2OC(C6)c(c5)ccc(c5)OC(O4)C(C(C(O)C(CO)4)O)OC(O3)C(C(C3)(O)CO)O)OC1CO
19561,OC(C(Oc(c5)cc(c(c5)C(=O)C=Cc(c2)ccc(OC(O3)C(OC(O4)C(O)C(C4)(O)CO)C(O)C(C3CO)O)c2)O)1)C(C(C(CO)O1)O)O
19566,c(c2)([o+1]3)c(cc(OC(O5)C(C(C(C5CO)O)O)O)c3c(c4)cc(O)c(c4O)O)c(cc2O)OC(O1)C(O)C(C(O)C1COC(CC(O)=O)=O)O
19571,Oc(c1)cc(OC(C5O)OC(C(O)C5O)CO)c(c2)c([o+1]c(c(c4)cc(O)c(c4O)O)c2OC(O3)C(O)C(C(C3COC(CC(O)=O)=O)O)O)1
19576,O=C(OC(C(OC(=C(c(c6)cc(O)c(c6)O)5)C(c(c4O5)c(O)cc(O)c4)=O)3)C(C(C(C)O3)OC(=O)C=Cc(c2)ccc(c2)O)O)c(c1)ccc(O)c1
19581,C(C(O)1)(C(O)C(OC(C2OC(=C4c(c5)ccc(OC)c5)C(=O)c(c(O)3)c(O4)c(CC=C(C)C)c(c3)O)C(OC(C)=O)C(O)C(C)O2)OC(CO)1)O
19586,O(C(C4O)OC(C)C(C(OC(O5)C(O)C(C(C5CO)O)O)4)OC(C)=O)C(=C2c(c3)ccc(OC)c3)C(=O)c(c1O)c(O2)c(c(c1)O)CC=C(C)C
19591,c(c1)ccc(CCC(c(c6O)c(cc(c6)OC(C5O)OC(C(C5O)4)COC(=O)c(c2c(c3C(=O)O4)c(O)c(c(O)c3)O)cc(O)c(O)c2O)O)=O)c1
19596,c(c12)(OC(c(c5)ccc(O)c5O)=C(OC(C3O)OC(COC(O4)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C4)C(C3O)O)C2=O)cc(cc1O)O
19601,O(C(COC(C)=O)1)C(OCC(C(O)2)OC(OC(=C4c(c5)ccc(O)c5O)C(c(c(O4)3)c(O)cc(c3)O)=O)C(O)C2O)C(C(OC(C)=O)1)OC(C)=O
19606,c(c12)(OC(c(c5)ccc(O)c5O)=C(OC(C3O)OC(COC(O4)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C4)C(C3O)O)C2=O)cc(cc1O)O
19611,Oc(c5)ccc(c5)C(=C4)Oc(c(C4=O)2)c(c(c(C(C(O)3)OC(C)C(O)C3O)c2O)O)C(C1O)OC(COC(CC(C)(O)CC(O)=O)=O)C(C1O)O
19616,O(C75)c(c(C(=O)C(c(c(OC7)6)cc(c(OC)c6)OC)5)1)c(C2)c(OC(C(C)(CO)OC(C(O)3)OC(COC(O4)C(O)C(O)C(O)C4)C(C3O)O)2)cc1
19621,C(=O)(OCC(C5O)OC(C(C5O)O)Oc(c(c(c4)ccc(c4)O)3)cc(c2[o+1]3)c(cc(c2)O)OC(C1O)OC(COC(C)=O)C(C1O)O)CC(O)=O
19626,Oc(c6)ccc(c6)C(O4)=C(C(c(c5O)c(cc(c5)O)4)=O)OC(O2)C(O)C(OC(=O)C=Cc(c3)ccc(c3)O)C(C(C)2)OC(C=Cc(c1)ccc(c1)O)=O
19631,C(c(c6)ccc(c6)O)=CC(OC(C1OC(C(=O)3)=C(c(c5)ccc(O)c5)Oc(c4)c3c(cc(O)4)O)C(OC(=O)C=Cc(c2)ccc(O)c2)C(C(O1)C)O)=O
19636,c(c6)(ccc(c6)O)C=CC(OC(C(O)4)C(OC(C)C4OC(C=Cc(c5)ccc(O)c5)=O)OC(=C1c(c3)ccc(O)c3)C(=O)c(c2O)c(cc(c2)O)O1)=O
19641,C(c(c6)ccc(c6)O)=CC(=O)O[C@@H]([C@H]5O)[C@@H](OC([C@@H]5O)COC(=O)C=Cc(c4)ccc(c4)O)Oc(c3)cc(c(c(O)3)1)OC(c(c2)ccc(c2)O)=CC(=O)1
19646,c(c6)(ccc(c6)O)C=CC(OC(C(O)4)C(OC(C)C4OC(C=Cc(c5)ccc(O)c5)=O)OC(=C1c(c3)ccc(O)c3)C(=O)c(c2O)c(cc(c2)O)O1)=O
19651,c(c6)c(ccc(O)6)C=CC(=O)O[C@@H](C4COC(C=Cc(c5)ccc(O)c5)=O)[C@@H]([C@@H]([C@@H](O4)Oc(c1)cc(c(C(=O)3)c(OC(=C3)c(c2)ccc(c2)O)1)O)O)O
19656,Oc(c6)ccc(c6)C(=C5)Oc(c1)c(C5=O)c(cc(OC(C2O)OC(COC(C=Cc(c4)ccc(c4)O)=O)C(C2OC(=O)C=Cc(c3)ccc(O)c3)O)1)O
19661,O=C(C=Cc(c6)ccc(O)c6)O[C@H]([C@H](O)2)[C@@H](O)C(O[C@H]2Oc(c3)cc(c(C5=O)c(OC(=C5)c(c4)ccc(O)c4)3)O)COC(C=Cc(c1)ccc(c1)O)=O
19666,O(C(c(c5)ccc(c(OC)5)O)=1)c(c4)c(c(O)cc4O)C(=O)C1O[C@H]([C@@H]2O)OC([C@@H](O)[C@H]2O[C@@H](C3O)O[C@H](COC(C)=O)[C@H](OC(C)=O)C3O)CO
19671,C(C2Oc(c5)c(c(c4c(O)5)OC(=CC(=O)4)c(c3)ccc(OC)c3O)O)(C(C(O)C(O2)COC(C)=O)O)OC(O1)C(O)C(O)C(O)C1COC(C)=O
19676,c(c1O)cc(C=CC(=O)OC(C(OC(=C(c(c6)ccc(O)c6)3)C(=O)c(c(O)4)c(cc(OC(C5O)OC(C(C5O)O)C)c4)O3)2)C(C(C(C)O2)O)O)cc1
19681,Oc(c6)ccc(c6)C(O1)=C(OC(C(O)4)OC(C(C4OC(C=Cc(c5)ccc(c5)O)=O)O)C)C(c(c2O)c(cc(OC(O3)C(O)C(C(C3C)O)O)c2)1)=O
19686,C(C5C)(OC(O6)C(O)C(O)C(O)C(C)6)C(C(O)C(O5)OC(=C(c(c4)ccc(O)c4)3)C(=O)c(c2O3)c(O)cc(c2)OC(C1O)OC(C)C(C1O)O)O
19691,OC(C1COC(C6O)OC(C)C(C(O)6)O)C(C(O)C(Oc(c5)ccc(c5)C(O2)=CC(=O)c(c(O)4)c2cc(c4)OC(O3)C(C(O)C(C3C)O)O)O1)O
19696,c(c21)c(cc(OC)c(C(=O)CC(c(c3)ccc(OC(O4)C(OC(C5O)OCC(COC(=O)C=Cc(c6)cccc6)(O)5)C(C(O)C4CO)O)c3)O2)1)OC
19701,C(COC(=O)C=Cc(c5)cccc5)(C4)(C(O)C(O4)OC(C1Oc(c2)ccc(C=CC(c(c3O)c(OC)cc(OC)c3)=O)c2)C(O)C(O)C(CO)O1)O
19706,C(C1O)(OC(OCC(C5O)OC(C(C5O)O)Oc(c4)cc(c(c4O)2)OC(c(c3)ccc(c3)OC)=CC2=O)C(C1OC(C(C)CC)=O)O)C
19711,O(C(C5O)OC(C(C5O)O)COC(O4)C(C(O)C(C4C)O)OC(C(C)CC)=O)c(c3)cc(O1)c(c(O)3)C(=O)C=C1c(c2)ccc(c2)OC
19716,C([C@H]1O)(O[C@H](O[C@@H]([C@H](O)5)[C@H](OC([C@H]5O)C)OC(C3=O)=C(c(c4)ccc(c4)OC)Oc(c32)c(c(cc(O)2)O)CC=C(C)C)[C@@H]([C@@H]1O)O)CO
19721,C(C5O)(OC(C(O)C5O)CO)Oc(c(CC=C(C)C)1)cc(O)c(C3=O)c1OC(=C3OC(O4)C(O)C(O)C(C(C)4)O)c(c2)ccc(c2)OC
19726,C(C(=O)3)=C(Oc(c4)c3c(cc4OC(C(O)5)OC(C(OC(C)=O)C(O)5)COC(C)=O)O)c(c1)ccc(OC(O2)C(C(C(C(CO)2)O)O)O)c1
19731,C(OC(C5COC(C)=O)C(C(O)C(O5)OC(C4=O)=C(Oc(c34)cc(cc(O)3)OC(C2O)OC(C)C(C(O)2)O)c(c1)ccc(c1)O)O)(C)=O
19736,c(OC)(c1)c(OC)ccc(C(=C5)Oc(c(C5=O)2)cc(OC)c(C(C3OC(C4O)OC(C)C(C4O)O)OC(C(O)C(O)3)COC(C)=O)c(O)2)1
19741,c(c(O)4)(C2=O)c(c(CC=C(C)C)c(OC(C5O)OC(C(O)C5O)CO)c4)OC(=C(OC(C3O)OC(C(C3O)O)CO)2)c(c1)ccc(c1)O
